./images/positive/tile16.png 1 0 0 67 30
./images/positive/tile26flop.png 1 0 0 64 28
./images/positive/tile117.png 1 0 0 64 28
./images/positive/tile83flop.png 1 0 0 20 35
./images/positive/tile61flop.png 1 0 0 66 29
./images/positive/tile108flop.png 1 0 0 76 30
./images/positive/tile149.png 1 0 0 88 48
./images/positive/tile144flop.png 1 0 0 71 80
./images/positive/tile88.png 1 0 0 19 40
./images/positive/tile48flop.png 1 0 0 76 31
./images/positive/tile1flop.png 1 0 0 63 31
./images/positive/tile73.png 1 0 0 35 68
./images/positive/tile129flop.png 1 0 0 74 33
./images/positive/tile125flop.png 1 0 0 65 30
./images/positive/tile96flop.png 1 0 0 18 38
./images/positive/tile11.png 1 0 0 69 34
./images/positive/tile52flop.png 1 0 0 62 30
./images/positive/tile12flop.png 1 0 0 70 31
./images/positive/tile153.png 1 0 0 70 64
./images/positive/tile115flop.png 1 0 0 71 32
./images/positive/tile118flop.png 1 0 0 66 27
./images/positive/tile26.png 1 0 0 64 28
./images/positive/tile10.png 1 0 0 67 30
./images/positive/tile28.png 1 0 0 72 35
./images/positive/tile140flop.png 1 0 0 51 32
./images/positive/tile47flop.png 1 0 0 69 26
./images/positive/tile6flop.png 1 0 0 65 29
./images/positive/tile110.png 1 0 0 73 34
./images/positive/tile131.png 1 0 0 63 29
./images/positive/tile154flop.png 1 0 0 69 56
./images/positive/tile17.png 1 0 0 68 32
./images/positive/tile4flop.png 1 0 0 66 29
./images/positive/tile41.png 1 0 0 71 30
./images/positive/tile33flop.png 1 0 0 63 29
./images/positive/tile49.png 1 0 0 72 32
./images/positive/tile153flop.png 1 0 0 70 64
./images/positive/tile134flop.png 1 0 0 75 29
./images/positive/tile81.png 1 0 0 77 29
./images/positive/tile90flop.png 1 0 0 18 36
./images/positive/tile98.png 1 0 0 18 29
./images/positive/tile148flop.png 1 0 0 80 36
./images/positive/tile5flop.png 1 0 0 65 32
./images/positive/tile95flop.png 1 0 0 18 33
./images/positive/tile67flop.png 1 0 0 64 25
./images/positive/tile133flop.png 1 0 0 78 34
./images/positive/tile81flop.png 1 0 0 77 29
./images/positive/tile3flop.png 1 0 0 74 30
./images/positive/tile31flop.png 1 0 0 67 28
./images/positive/tile77.png 1 0 0 86 35
./images/positive/tile52.png 1 0 0 62 30
